-3.47,0.12,-3.65,0.09,-3.40,0.14,-3.55,0.08,-3.56,0.12,-3.48,0.13,-3.64,0.12,-3.56,0.14,-3.45,0.10,-3.59,0.20
-4.49,0.03,-2.78,0.13,-4.30,-0.07,-3.44,0.13,-3.68,-0.03,-3.60,0.16,-2.97,0.12,-3.03,0.13,-3.24,-0.24,-3.24,0.16
-3.95,0.15,-3.91,0.16,-3.96,0.06,-4.14,0.11,-3.77,-0.08,-4.21,-0.05,-3.17,0.12,-3.68,0.06,-3.52,0.14,-3.70,0.08
-4.12,0.08,-3.68,0.17,-3.60,0.20,-3.69,0.10,-3.87,0.15,-3.93,0.11,-3.88,0.14,-3.77,0.16,-3.74,0.09,-3.66,0.14
-2.95,0.03,-3.77,0.11,-3.60,0.14,-2.98,0.02,-3.45,0.29,-3.41,-0.04,-3.08,0.28,-3.74,-0.07,-3.09,0.18,-3.21,0.06
-3.16,0.06,-3.36,0.18,-3.64,0.14,-3.69,0.20,-3.33,0.13,-3.66,0.09,-3.68,0.14,-3.49,0.11,-3.30,0.10,-3.64,0.11
-3.09,0.03,-3.40,-0.02,-3.46,0.11,-3.61,0.04,-3.71,0.14,-3.52,0.22,-3.76,0.01,-3.87,0.12,-3.71,0.11,-3.52,0.13
-4.14,0.05,-3.74,0.13,-4.69,0.16,-3.63,0.22,-3.62,0.13,-3.94,-0.01,-4.04,-0.05,-3.88,-0.06,-3.80,0.12,-3.77,0.25
-3.52,0.10,-4.12,0.03,-4.32,0.32,-3.02,0.04,-3.32,-0.01,-3.67,0.14,-3.89,0.05,-3.47,0.06,-3.58,0.12,-3.57,0.10
-3.86,0.15,-3.57,0.15,-3.90,0.14,-4.16,0.10,-3.74,0.09,-3.58,0.16,-4.12,0.03,-3.80,0.16,-3.85,0.09,-4.03,0.10
-3.94,0.05,-3.78,0.14,-3.85,0.08,-3.56,0.17,-4.08,0.11,-3.84,0.12,-3.92,0.17,-3.69,0.09,-3.93,0.19,-3.79,0.05
-3.61,0.18,-3.65,0.12,-3.78,0.13,-3.79,0.08,-3.69,0.17,-3.71,0.07,-3.64,0.11,-3.84,0.14,-3.30,0.14,-3.94,0.06
-2.94,0.18,-3.77,0.00,-3.55,-0.11,-4.98,0.14,-2.95,0.18,-4.03,0.10,-3.43,0.21,-4.08,0.07,-3.85,0.03,-3.39,0.14
-3.28,0.26,-4.22,0.01,-3.69,0.22,-4.00,0.10,-4.70,0.19,-2.73,0.32,-3.49,0.13,-3.89,0.24,-4.02,0.12,-2.33,0.42
-3.56,0.07,-3.19,0.19,-3.26,0.14,-3.15,0.04,-3.96,0.09,-3.61,0.16,-3.30,0.15,-3.19,0.08,-2.94,0.20,-4.07,0.07
-3.40,0.12,-2.88,0.10,-2.93,0.21,-3.69,0.09,-3.28,0.11,-3.52,-0.00,-3.51,0.19,-3.64,0.17,-3.24,0.12,-3.33,0.09
-3.43,0.12,-4.61,0.04,-4.04,0.11,-4.60,0.07,-3.02,-0.00,-4.66,0.46,-3.69,0.24,-1.93,-0.07,-3.77,0.02,-2.42,0.30
-2.87,0.12,-2.85,0.10,-2.93,0.12,-2.94,0.10,-2.94,0.13,-2.95,0.10,-3.02,0.10,-2.87,0.12,-2.93,0.11,-3.06,0.09
-3.14,0.11,-3.31,0.14,-3.05,0.10,-3.04,0.10,-3.22,0.12,-3.15,0.12,-3.17,0.10,-3.13,0.12,-3.17,0.11,-2.98,0.10
-3.28,0.17,-3.32,0.12,-3.17,0.11,-3.32,0.13,-3.21,0.12,-3.31,0.12,-3.32,0.11,-3.35,0.11,-3.31,0.10,-3.32,0.13
-3.27,0.17,-3.55,0.18,-3.42,0.13,-3.62,0.19,-3.08,0.06,-3.14,0.04,-3.83,0.21,-3.43,0.03,-3.17,0.12,-3.66,0.10
-2.80,0.10,-2.92,0.11,-2.93,0.14,-2.88,0.11,-3.02,0.10,-2.96,0.12,-2.93,0.13,-2.83,0.10,-2.93,0.12,-3.01,0.10
-3.53,0.16,-3.56,0.11,-3.53,0.04,-3.39,0.08,-3.67,0.21,-3.94,0.12,-4.07,0.13,-3.51,0.08,-3.63,0.06,-3.58,0.11
-2.65,0.12,-2.95,0.15,-3.60,0.09,-3.20,0.05,-3.40,0.09,-4.81,0.06,-4.32,-0.02,-4.82,0.17,-2.87,-0.03,-2.69,0.14
-3.31,0.00,-3.25,0.09,-2.95,0.20,-3.94,0.12,-2.94,0.14,-2.66,0.09,-2.94,0.07,-2.89,0.12,-2.65,0.06,-2.64,0.11
-2.87,0.10,-2.73,0.22,-2.96,0.13,-2.72,0.15,-3.22,0.16,-3.14,0.16,-3.08,0.17,-3.35,0.06,-3.21,0.08,-3.28,0.08
-3.17,0.15,-3.08,0.16,-3.35,0.15,-2.91,0.11,-3.38,0.15,-3.27,0.15,-3.10,0.08,-2.88,0.15,-2.72,0.10,-2.96,0.16
